qid,query,docno,text,biased_rank,debiased_rank,source,from,selected_in_turn
300025,how many whales are caught in fishing nets off california,msmarco_passage_62_872025429,"But other animals are not so lucky. More than 650,000 marine animals, including dolphins, whales, seals and turtles, are killed or injured in fishing nets each year. In many cases, animals get caught and die in nets that are being actively used by fishermen.",10,7,position diff: 3,unbiased,8
300025,how many whales are caught in fishing nets off california,msmarco_passage_48_244666680,"Sea animals like fish, turtles, dolphins, porpoises, and whales can get caught in abandoned fishing nets and die; not to mention, an estimated 20 percent of sea animals caught in commercial fishing nets are actually “bycatch,” meaning they are simply a waste product of the commercial fishing process, according to The National Journal .",12,8,position diff: 4,unbiased,9
300986,how many years in jail for money laundering,msmarco_passage_60_672040749,"For defendants facing felony money laundering charges, however, the consequences are more intense: Jail Time: A minimum sentence of 16 months and up to four years in jail. Fine: This time the fine is a staggering $250,000 or twice the amount of money laundered.",1,1,position diff: 0,both,1
300986,how many years in jail for money laundering,msmarco_passage_52_724524912,"If the money laundered exceeds $50,000, an extra year in prison can be added to any sentence. An extra four years can be added if the amount laundered exceeds $2,500,000. In Federal Court, a conviction for Money Laundering can result in a sentence of up to 20 years in Federal Prison. 6.",2,2,position diff: 0,both,2
300986,how many years in jail for money laundering,msmarco_passage_14_491490487,"Second-Degree Money Laundering. Second-degree money laundering is a class three (3) felony. First offense: Probation with zero (0) days in jail, up to one (1) year in jail or prison range of two (2) years to eight and three quarters (8.75) years in prison.",3,3,position diff: 0,both,3
300986,how many years in jail for money laundering,msmarco_passage_44_178929410,"Money Laundering Penalties And The Maximum Penalty For Assisting A Money Launderer. Any money laundering sentence – whether it be passed down to the perpetrator of the crime itself or to any individuals assisting said perpetrator – can consist of up to 14 years’ jail time, depending on the severity of the crime and the circumstances under which it was committed.",4,4,position diff: 0,both,4
300986,how many years in jail for money laundering,msmarco_passage_14_491491316,"Third-Degree Money Laundering. Third degree money laundering is a class six (6) felony. First offense: Probation with zero (0) days in jail, up to one (1) year in jail or prison range of four (4) months to two (2) years in prison.",5,6,position diff: -1,biased,5
300986,how many years in jail for money laundering,msmarco_passage_28_817645953,"Money laundering can result in 20 years imprisonment, while wire fraud and bank fraud each carry a potential sentence of 30 years incarceration. Fines for money laundering may be as much as $500,000 or twice the value of the total money laundered. Fines for wire fraud and bank fraud can reach $1 million.",6,5,position diff: 1,unbiased,6
300986,how many years in jail for money laundering,msmarco_passage_14_491489667,"First-Degree Money Laundering. First-degree money laundering is a class two (2) felony . This means that for a first offense, punishment can be probation with zero (0) days in jail up to one (1) year in jail, or prison of three (3) years to twelve and one half (12.5) years of incarceration.",7,7,position diff: 0,both,7
300986,how many years in jail for money laundering,msmarco_passage_48_253244347,"Penalties of Money Laundering. Potential jail time and fines are at risk with any form of money laundering at any amount of money being laundered. If found guilty of laundering money in a federal court, you can receive up to 20 years of jail time.",8,8,position diff: 0,both,8
300986,how many years in jail for money laundering,msmarco_passage_60_588572280,"If it is charged as a felony, you face sixteen (16) months or two (2) or three (3) years in county jail. 40. 4.6. HS 11370.9 money laundering the proceeds of drug sales. Health & Safety Code 11370.9 money laundering involving drug proceeds is a special form of the California crime of money laundering.",9,13,position diff: -4,biased,9
337656,how old was the elephant man when he died,msmarco_passage_10_733659281,"Joseph Merrick died at 27 years old. Born: August 5, 1862. Died: April 11, 1890 ( natural causes) Birthplace: Leicester, England. Best known as: The man called The Elephant Man.",1,1,position diff: 0,both,1
337656,how old was the elephant man when he died,msmarco_passage_45_114413828,"Elephant’s life expectancy is 60 to 70 years old. The oldest elephant to live was an Asian elephant named Lin Wang that died at 86 years old. Elephants show similar emotions like humans do. If a member of their herd dies, they show sadness and grieve the loss of their family members long after they have passed away.",2,2,position diff: 0,both,2
337656,how old was the elephant man when he died,msmarco_passage_02_244988916,"2. LIN WANG THE ELEPHANT (1917-2003) The average lifespan for an elephant can be anything from 50-70 years, but the oldest elephant ever was named Lin Wang, who died in a Taiwanese zoo at the ripe old age of 86. But he managed to fit a whole lot of awesome into his life before then.",3,3,position diff: 0,both,3
337656,how old was the elephant man when he died,msmarco_passage_24_336760901,"John Hurt Cause of Death: How Did the Actor Die? 0 Shares. By Chris Bucher. Updated Jan 28, 2017 at 9:04am. Sir John Hurt died January 27 at 77-years old. (Getty ) Sir John Hurt, whose acting and voice acting career spanned six decades, died at the age of 77 on January 27. The legendary actor, who starred in such films as The Elephant Man and Alien and the movie series Harry Potter died January 27, Mirror reported.",4,4,position diff: 0,both,4
337656,how old was the elephant man when he died,msmarco_passage_64_504411889,"0:00. 0:00. 0:00 / 2:26. Live. •. Billy is a 32-year-old Malaysian Elephant who has lived for two decades in the Los Angeles Zoo. His other elephant companions died and he was left all alone. Despite having an average lifespan of 65-70 years, his fellow elephants, at the Los Angeles Zoo, died before the age of 20.",5,5,position diff: 0,both,5
337656,how old was the elephant man when he died,msmarco_passage_62_871924943,"In March, a 40-year-old captive male elephant also died from severe exhaustion and overwork in the tourism industry, according to local news reports. A 36-year-old male elephant collapsed in January for the same reason: he was found dead with chains still on his front leg. In 2013, two female elephants also died in Vietnam - again, from overwork and hunger.",6,8,position diff: -2,biased,6
337656,how old was the elephant man when he died,msmarco_passage_65_57452647,"John Merrick, who is better known as the ""Elephant Man"" was a hideously deformed man with a rare disease who died in 1890 and inspired the hit movie 'Elephant Man.'. In rejecting the offer, the hospital said the skeleton was not for sale. The skeleton of the Elephant Man has been preserved at the Royal London Hospital ever since 1890, the year of his death.",7,6,position diff: 1,unbiased,7
337656,how old was the elephant man when he died,msmarco_passage_26_795932174,"10 He Almost Bought The Skeleton Of The Elephant Man. Photo credit: Wikimedia. For the uninitiated, the Elephant Man’s real name was Joseph Carey Merrick. He was called the Elephant Man due to the abnormal growth of his bones and skull, which left him seriously disfigured. Born on August 5, 1862, Merrick was normal until age five, when strange growths started appearing on his body.",10,7,position diff: 3,unbiased,8
